,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE,Year Sale,Year Build,SALES_PRICE_LAKHS
6421,T Nagar,1727,2007-12-09,30,1,1,4,partial,Yes,1981-09-18,Commercial,No Sewage,Gravel,RH,669722,315164,19697720,2007,1981,19.7
6422,Anna Nagar,1673,2012-09-02,102,1,1,4,Family,No,1968-02-20,House,No Sewage,Paved,RM,417767,174069,11604630,2012,1968,11.6
6423,T Nagar,1954,2009-02-28,154,2,1,5,Adj Land,Yes,1985-06-03,House,No Sewage,Paved,RM,446558,253050,14885280,2009,1985,14.89
6424,Adyar,1022,2008-08-18,195,1,1,3,Normal Sale,Yes,1991-08-23,Commercial,No Sewage,Paved,A,440492,101652,11294655,2008,1991,11.29
6425,Anna Nagar,1915,2011-04-07,75,2,1,5,Family,Yes,1984-10-07,House,ELO,No Access,RM,500658,135313,13531290,2011,1984,13.53
6426,Chrompet,803,2013-06-29,41,1,1,3,Abnormal,No,2005-01-07,Others,No Sewage,No Access,RH,184197,27288,6822110,2013,2005,6.82
6427,Adyar,1241,2009-02-05,98,2,2,4,Adj Land,No,2002-04-05,House,ELO,No Access,RM,342394,100704,10070405,2009,2002,10.07
6428,Chrompet,993,2013-08-10,89,1,1,3,Adj Land,Yes,1996-12-10,House,No Sewage,Paved,RM,264923,122272,10189350,2013,1996,10.19
6429,Adyar,779,2010-04-05,176,1,1,2,partial,No,1981-11-05,Commercial,ELO,Paved,I,318691,79673,8852535,2010,1981,8.85
6430,Velachery,1972,2010-11-04,162,3,2,5,Normal Sale,Yes,1984-04-17,House,No Sewage,No Access,RL,318332,106111,10611070,2010,1984,10.61
6431,KK Nagar,2366,2008-02-08,81,4,2,6,Abnormal,Yes,1979-10-08,House,No Sewage,Paved,RM,472245,319085,12763380,2008,1979,12.76
6432,Adyar,1104,2010-02-09,21,1,1,3,Family,No,2005-03-09,House,No Sewage,Gravel,RH,345035,136198,9079875,2010,2005,9.08
6433,Velachery,1509,2005-05-16,60,2,1,4,Adj Land,Yes,1985-05-21,Others,All Pub,Paved,C,288877,83867,9318600,2005,1985,9.32
6434,KK Nagar,2001,2009-07-06,181,3,2,5,Family,Yes,2004-08-06,Commercial,No Sewage,Paved,RL,825243,303151,16841700,2009,2004,16.84
6435,Velachery,1735,2008-01-18,159,2,1,4,Family,Yes,1967-01-28,House,All Pub,Paved,RH,374128,163081,9593020,2008,1967,9.59
6436,Chrompet,730,2009-04-17,142,1,1,2,Adj Land,Yes,1969-04-27,Commercial,No Sewage,Gravel,RH,310480,107062,10706200,2009,1969,10.71
6437,Chrompet,1148,2009-02-03,116,1,1,3,Normal Sale,No,1986-08-03,House,No Sewage,Paved,RL,278069,43448,8689650,2009,1986,8.69
6438,T Nagar,1781,2013-06-22,50,1,1,4,Adj Land,No,1973-02-07,Others,No Sewage,Paved,RL,420986,81481,13580180,2013,1973,13.58
6439,Chrompet,951,2006-11-12,1,1,1,3,Abnormal,No,1993-12-14,Commercial,No Sewage,No Access,RH,267887,123640,10303350,2006,1993,10.3
6440,Chrompet,1189,2011-09-02,156,1,1,3,Abnormal,No,2004-11-02,Commercial,No Sewage,Gravel,RM,439370,131811,14645650,2011,2004,14.65
6441,Velachery,1899,2010-06-29,34,3,2,5,Abnormal,Yes,1962-11-07,Others,No Sewage,Gravel,RM,473123,161858,12450610,2010,1962,12.45
6442,Chrompet,1212,2012-06-11,65,2,1,4,partial,Yes,1979-11-15,Others,All Pub,Gravel,RL,274880,54976,10995190,2012,1979,11.0
6443,Chrompet,1136,2014-10-25,148,1,1,3,Family,No,1995-10-30,Others,No Sewage,No Access,RL,283080,120094,8578170,2014,1995,8.58
6444,Adyar,1059,2007-03-06,10,1,1,3,partial,No,1975-11-06,House,No Sewage,Gravel,A,229854,80760,6212280,2007,1975,6.21
6445,KK Nagar,2172,2011-03-26,134,3,2,5,Family,Yes,1994-03-30,Others,No Sewage,Paved,RM,455951,104217,13027180,2011,1994,13.03
6446,KK Nagar,2451,2008-08-28,74,4,2,6,Abnormal,Yes,1998-08-31,Commercial,All Pub,Paved,RL,614042,237694,19807800,2008,1998,19.81
6447,Velachery,1834,2004-06-19,142,3,2,5,partial,No,1974-06-27,Commercial,No Sewage,No Access,RH,508630,219948,13746750,2004,1974,13.75
6448,Velachery,1609,2009-04-14,12,2,1,4,partial,No,1991-04-19,House,ELO,Paved,RL,288935,183868,8755610,2009,1991,8.76
6449,Anna Nagar,1845,2012-04-10,130,2,1,5,Abnormal,No,1970-10-15,Commercial,No Sewage,Gravel,RM,691035,167524,20940440,2012,1970,20.94
6450,KK Nagar,2084,2010-10-16,24,3,2,5,partial,Yes,1983-10-23,Commercial,All Pub,Gravel,RM,760155,144792,18098940,2010,1983,18.1
6451,Adyar,936,2010-03-25,110,1,1,3,partial,Yes,1998-03-28,Others,All Pub,Gravel,C,305560,118829,8487780,2010,1998,8.49
6452,KK Nagar,2403,2011-11-11,196,4,2,6,Family,No,2003-11-13,Commercial,All Pub,Paved,RL,683907,166356,18483960,2011,2003,18.48
6453,Anna Nagar,1533,2007-09-25,70,1,1,4,Adj Land,Yes,1978-02-10,Others,No Sewage,Gravel,RM,422267,87366,14560920,2007,1978,14.56
6454,Chrompet,856,2014-09-06,83,1,1,3,Adj Land,Yes,1989-06-15,Others,No Sewage,Paved,RH,264761,85407,8540670,2014,1989,8.54
6455,Chrompet,841,2013-04-13,190,1,1,3,Family,No,2002-04-16,Commercial,All Pub,No Access,RM,339061,76562,10937450,2013,2002,10.94
6456,Chrompet,1083,2012-09-21,138,1,1,3,Family,No,1999-09-25,Others,All Pub,No Access,RL,250620,103705,8642060,2012,1999,8.64
6457,Velachery,1721,2011-02-07,31,2,1,4,Normal Sale,No,1986-08-07,House,No Sewage,No Access,RL,290355,158376,8798650,2011,1986,8.8
6458,Chrompet,1276,2007-01-27,98,2,1,4,Abnormal,Yes,1973-04-02,Others,No Sewage,No Access,RH,250006,28847,9615620,2007,1973,9.62
6459,Chrompet,974,2013-06-19,37,1,1,3,partial,No,2006-06-21,Commercial,No Sewage,Paved,RL,342567,200815,11812650,2013,2006,11.81
6460,Adyar,827,2008-04-25,52,1,1,3,Abnormal,No,1999-04-28,Others,ELO,Gravel,A,228547,6349,6348535,2008,1999,6.35
6461,Chrompet,1159,2012-09-27,106,1,1,3,Normal Sale,Yes,1979-06-10,Others,All Pub,No Access,RH,298702,72413,9051580,2012,1979,9.05
6462,Chrompet,742,2011-09-12,108,1,1,2,Abnormal,No,2005-10-12,House,No Sewage,No Access,RL,168128,94151,6725100,2011,2005,6.73
6463,Karapakkam,849,2010-04-28,198,1,1,2,Family,Yes,1967-09-05,Commercial,No Sewage,Paved,RM,416559,179878,9467250,2010,1967,9.47
6464,Chrompet,960,2010-06-18,116,1,1,3,Abnormal,No,1999-06-21,Others,ELO,Paved,RH,254990,95621,7968450,2010,1999,7.97
6465,Velachery,1928,2010-10-19,186,3,2,5,Abnormal,Yes,1994-10-23,Commercial,No Sewage,No Access,C,484639,176232,14686020,2010,1994,14.69
6466,Velachery,1648,2005-05-09,85,2,1,4,Abnormal,Yes,1992-08-09,Others,No Sewage,No Access,A,321926,156836,8254510,2005,1992,8.25
6467,T Nagar,1538,2006-12-11,133,1,1,4,Abnormal,No,1988-11-16,Commercial,No Sewage,No Access,RM,614614,122923,17560410,2006,1988,17.56
6468,Chrompet,715,2008-09-28,39,1,1,2,Normal Sale,Yes,1981-05-10,House,No Sewage,No Access,RL,219008,109504,7300250,2008,1981,7.3
6469,Karapakkam,1201,2010-08-16,104,1,1,3,partial,No,1972-08-25,Others,All Pub,Gravel,RM,339946,149245,8291375,2010,1972,8.29
6470,Adyar,668,2007-07-21,128,1,1,2,Normal Sale,No,1988-07-25,House,ELO,Gravel,A,197999,15231,5076885,2007,1988,5.08
6471,Velachery,1545,2010-06-08,68,2,1,4,Abnormal,No,2004-07-08,Others,No Sewage,Gravel,C,275973,155235,8624170,2010,2004,8.62
6472,Adyar,1206,2011-10-14,93,2,2,4,Abnormal,No,2000-10-16,Others,ELO,Paved,C,327575,92393,8399365,2011,2000,8.4
6473,Velachery,1694,2010-09-23,32,2,1,4,partial,No,1957-06-10,Commercial,All Pub,Gravel,RM,520386,252759,14868160,2010,1957,14.87
6474,Anna Nagar,1656,2013-05-24,87,1,1,4,Normal Sale,No,1998-05-28,House,No Sewage,Gravel,RM,374593,77502,12917000,2013,1998,12.92
6475,Chrompet,964,2013-03-28,52,1,1,3,Family,Yes,1973-07-04,Others,No Sewage,Paved,RL,271568,135784,9052280,2013,1973,9.05
6476,Adyar,951,2009-07-27,118,1,1,3,Normal Sale,Yes,1994-07-31,Others,No Sewage,No Access,RL,355863,18730,9364825,2009,1994,9.36
6477,Karapakkam,835,2011-10-08,79,1,1,2,Normal Sale,Yes,1973-08-19,Others,No Sewage,Paved,RH,206532,116174,6454125,2011,1973,6.45
6478,Anna Nagar,1548,2011-06-06,123,1,1,4,Family,Yes,1976-06-14,Others,No Sewage,Paved,RH,351171,205859,12109340,2011,1976,12.11
6479,Chrompet,827,2009-03-09,176,1,1,3,Adj Land,Yes,1992-07-09,House,ELO,Paved,RL,278450,147926,8701550,2009,1992,8.7
6480,KK Nagar,1834,2009-09-03,70,3,2,5,Adj Land,Yes,1983-03-16,House,No Sewage,Paved,RL,479280,217854,10892720,2009,1983,10.89
6481,Velachery,1840,2007-02-04,8,3,2,5,Normal Sale,No,1999-04-04,Others,No Sewage,No Access,C,334092,154196,8566460,2007,1999,8.57
6482,Velachery,1973,2007-05-29,63,3,2,5,Normal Sale,Yes,1974-06-06,Commercial,No Sewage,Gravel,RM,636288,127258,18179660,2007,1974,18.18
6483,Anna Nagar,1829,2010-06-08,57,2,1,5,Family,No,1968-08-16,House,No Sewage,No Access,RL,371773,180253,11265840,2010,1968,11.27
6484,T Nagar,1851,2009-04-12,69,2,1,5,partial,Yes,2001-06-12,Commercial,ELO,Gravel,RL,779777,303246,21660460,2009,2001,21.66
6485,Karapakkam,1519,2011-02-07,24,2,2,4,partial,Yes,1987-08-07,Commercial,No Sewage,No Access,RL,544320,145152,12096000,2011,1987,12.1
6486,Velachery,1822,2007-08-14,140,3,2,5,partial,No,1982-08-20,Commercial,All Pub,No Access,RH,472639,111209,13901150,2007,1982,13.9
6487,Karapakkam,721,2010-12-17,47,1,1,2,Normal Sale,Yes,1980-12-24,Others,No Sewage,Paved,I,279808,142759,5710375,2010,1980,5.71
6488,Chrompet,1022,2011-10-03,37,1,1,3,Abnormal,No,1975-03-19,House,No Sewage,Gravel,RL,214048,90559,8232600,2011,1975,8.23
6489,Karapakkam,588,2011-06-15,58,1,1,2,Normal Sale,Yes,1994-06-19,House,All Pub,Gravel,I,204262,74277,6189750,2011,1994,6.19
6490,Anna Nagar,1716,2009-01-07,13,1,1,4,partial,No,1997-04-07,Others,No Sewage,No Access,RL,438769,60940,12188020,2009,1997,12.19
6491,Chrompet,955,2014-09-02,39,1,1,3,Abnormal,Yes,1991-02-15,House,No Sewage,Paved,RH,265955,112830,8059250,2014,1991,8.06
6492,Karapakkam,817,2011-12-05,28,1,1,2,Adj Land,Yes,1999-05-15,Commercial,No Sewage,No Access,RH,378405,75681,8409000,2011,1999,8.41
6493,Adyar,1036,2007-02-20,115,1,1,3,Abnormal,Yes,1986-02-25,Others,No Sewage,Paved,RL,306996,71633,10233215,2007,1986,10.23
6494,Velachery,1682,2008-03-10,62,2,1,4,Abnormal,Yes,1960-10-15,House,No Sewage,Gravel,I,278508,157821,9283610,2008,1960,9.28
6495,Adyar,628,2007-08-01,121,1,1,2,Abnormal,Yes,1991-12-01,Others,ELO,No Access,RL,281331,45621,7603540,2007,1991,7.6
6496,Chrompet,941,2008-10-09,55,1,1,3,Abnormal,Yes,1979-09-18,Commercial,No Sewage,No Access,RM,307584,36910,12303350,2008,1979,12.3
6497,Karapakkam,647,2011-04-18,10,1,1,2,Adj Land,Yes,1974-04-27,House,All Pub,Gravel,A,198850,104396,4971250,2011,1974,4.97
6498,Chrompet,838,2007-02-27,136,1,1,3,Family,Yes,1976-06-03,House,ELO,Paved,RM,278056,121650,8689250,2007,1976,8.69
6499,Karapakkam,849,2009-09-12,40,1,1,2,Adj Land,Yes,1978-12-17,House,ELO,Gravel,I,213106,58120,6457750,2009,1978,6.46
6500,Adyar,1048,2008-07-28,165,1,1,3,Family,Yes,1993-01-08,House,ELO,No Access,RM,295471,123907,9531325,2008,1993,9.53
6501,KK Nagar,2383,2011-11-26,181,4,2,6,Adj Land,Yes,2006-11-27,Commercial,No Sewage,Paved,RL,942859,294644,19642900,2011,2006,19.64
6502,Chrompet,820,2013-06-13,116,1,1,3,Family,No,2006-06-15,House,No Sewage,Gravel,RH,193748,29807,7451850,2013,2006,7.45
6503,Karapakkam,752,2011-06-17,132,1,1,2,Family,Yes,1963-06-29,House,No Sewage,Gravel,I,200690,131882,5734000,2011,1963,5.73
6504,T Nagar,1923,2012-04-13,39,2,1,5,Adj Land,No,2003-04-16,House,All Pub,No Access,RL,407124,210128,13133030,2012,2003,13.13
6505,Velachery,2000,2006-03-21,130,3,2,5,Adj Land,No,1960-01-04,Commercial,No Sewage,Paved,I,513698,211523,15108770,2006,1960,15.11
6506,Karapakkam,1412,2012-03-15,107,2,2,4,Abnormal,No,2003-03-18,Commercial,No Sewage,No Access,I,338511,203107,9671750,2012,2003,9.67
6507,Chrompet,979,2014-12-25,21,1,1,3,Adj Land,Yes,1979-03-01,Others,All Pub,Gravel,RL,254336,61041,10173430,2014,1979,10.17
6508,Chrompet,1000,2013-04-03,80,1,1,3,Adj Land,No,2000-07-03,Others,All Pub,Gravel,RL,315838,29610,9869950,2013,2000,9.87
6509,Adyar,961,2008-03-22,141,1,1,3,Adj Land,No,1969-01-04,House,ELO,Paved,RL,324737,8327,8326585,2008,1969,8.33
6510,Karapakkam,1297,2011-04-23,175,1,1,3,Adj Land,No,1968-03-05,Commercial,No Sewage,Gravel,I,435435,118755,9896250,2011,1968,9.9
6511,Karapakkam,714,2010-06-24,71,1,1,2,Family,Yes,1993-06-28,Others,ELO,No Access,RH,286825,80311,5736500,2010,1993,5.74
6512,Velachery,1505,2007-01-17,96,2,1,4,partial,Yes,1997-01-19,Commercial,ELO,No Access,I,445275,98950,12368750,2007,1997,12.37
6513,Velachery,1955,2004-06-07,101,3,2,5,Family,No,1961-07-17,Others,No Sewage,No Access,I,274724,132931,8862060,2004,1961,8.86
6514,Velachery,1578,2004-01-11,193,2,1,4,Adj Land,Yes,1965-11-11,Commercial,ELO,Paved,RH,561985,182645,14049630,2004,1965,14.05
6515,Chrompet,812,2011-09-19,145,1,1,3,Adj Land,No,2005-09-20,House,No Sewage,Paved,RM,232208,94603,8600300,2011,2005,8.6
6516,Anna Nagar,1898,2008-06-05,58,2,1,5,Abnormal,Yes,2002-08-05,Others,ELO,Gravel,RM,649726,81216,16243160,2008,2002,16.24
6517,Velachery,1868,2011-04-05,103,3,2,5,Normal Sale,No,1973-05-13,Others,No Sewage,No Access,C,243305,137873,8110160,2011,1973,8.11
6518,Chrompet,701,2008-03-24,102,1,1,2,Family,No,1969-03-04,Commercial,ELO,No Access,RL,209736,41947,8389450,2008,1969,8.39
6519,Chrompet,1068,2006-12-31,141,1,1,3,Normal Sale,No,2003-01-01,House,ELO,Gravel,RL,254391,145366,9085400,2006,2003,9.09
6520,Velachery,1521,2006-08-15,168,2,1,4,Adj Land,No,1960-08-26,House,No Sewage,No Access,RM,325438,68513,8564170,2006,1960,8.56
6521,Anna Nagar,1572,2014-11-23,113,1,1,4,Normal Sale,Yes,1980-01-12,House,No Sewage,No Access,RL,309093,206062,11447880,2014,1980,11.45
6522,T Nagar,1910,2010-11-03,73,2,1,5,Abnormal,Yes,1969-03-21,Others,All Pub,Gravel,RL,615881,138573,15397020,2010,1969,15.4
6523,Chrompet,901,2013-06-29,174,1,1,3,Normal Sale,No,1984-06-07,House,No Sewage,Gravel,RM,217614,121864,8704550,2013,1984,8.7
6524,Velachery,1586,2007-03-04,55,2,1,4,Adj Land,No,1993-06-04,House,No Sewage,No Access,C,266316,79175,7197730,2007,1993,7.2
6525,Velachery,1782,2009-10-22,193,2,1,4,partial,Yes,1989-10-27,House,No Sewage,Gravel,RL,347256,75962,10851750,2009,1989,10.85
6526,Karapakkam,684,2010-01-05,54,1,1,2,Adj Land,No,1970-11-05,Others,No Sewage,Gravel,RM,235802,142910,7145500,2010,1970,7.15
6527,Chrompet,1165,2008-06-17,184,1,1,3,Normal Sale,No,1985-06-23,Commercial,No Sewage,No Access,RL,312306,137415,12492250,2008,1985,12.49
6528,Adyar,698,2008-02-15,82,1,1,2,Family,No,1974-02-23,Others,No Sewage,No Access,C,171749,52479,4770810,2008,1974,4.77
6529,T Nagar,1904,2007-10-24,57,2,1,5,Adj Land,Yes,1965-03-11,House,No Sewage,Gravel,RM,553383,239301,14956290,2007,1965,14.96
6530,KK Nagar,2386,2011-03-08,165,4,2,6,Normal Sale,Yes,2003-05-08,Commercial,All Pub,Paved,RL,740155,350600,19477760,2011,2003,19.48
6531,Anna Nagar,1640,2008-12-25,182,1,1,4,Adj Land,No,1992-12-29,Commercial,No Sewage,Paved,RM,586091,253973,19536370,2008,1992,19.54
6532,Karapakkam,1282,2010-05-15,17,1,1,3,Adj Land,Yes,1961-05-27,House,No Sewage,Paved,A,267433,75579,5813750,2010,1961,5.81
6533,Adyar,787,2011-11-01,31,1,1,2,Adj Land,No,1972-01-21,Others,No Sewage,Gravel,I,276937,67363,7484785,2011,1972,7.48
6534,KK Nagar,1508,2011-03-15,44,2,1,4,partial,Yes,1982-03-22,Others,All Pub,Gravel,RM,413081,167465,11164340,2011,1982,11.16
6535,Anna Nagar,1864,2007-05-03,184,2,1,5,Family,Yes,1997-07-03,Others,No Sewage,Paved,RM,575606,124455,15556920,2007,1997,15.56
6536,T Nagar,1803,2011-11-30,56,2,1,5,partial,Yes,1989-05-12,Commercial,No Sewage,No Access,RM,556915,185638,20626490,2011,1989,20.63
6537,Chrompet,1200,2007-10-27,69,1,1,3,partial,Yes,1993-10-30,Others,No Sewage,No Access,RM,257288,133790,10291500,2007,1993,10.29
6538,T Nagar,1743,2006-10-30,197,1,1,4,Abnormal,No,1963-10-11,Commercial,ELO,Gravel,RM,598641,279366,19954710,2006,1963,19.95
6539,Chrompet,771,2009-08-02,3,1,1,2,Normal Sale,Yes,2001-10-02,House,ELO,Paved,RH,196113,37714,7542800,2009,2001,7.54
6540,KK Nagar,1325,2010-01-17,143,1,1,3,Abnormal,No,1987-01-23,House,No Sewage,Paved,RM,347098,147517,8677460,2010,1987,8.68
6541,Velachery,1569,2008-12-26,40,2,1,4,partial,Yes,2002-12-28,Others,No Sewage,Gravel,A,285994,151934,8937320,2008,2002,8.94
6542,Chrompet,1019,2013-10-03,37,1,1,3,Normal Sale,Yes,1999-03-14,House,No Sewage,Gravel,RL,266239,49304,9860700,2013,1999,9.86
6543,Karapakkam,1524,2011-05-29,134,2,2,4,Adj Land,No,1969-08-06,House,ELO,No Access,C,173200,97425,5412500,2011,1969,5.41
6544,Chrompet,1202,2010-03-06,55,2,1,4,Family,No,1978-11-06,Commercial,No Sewage,No Access,RL,313720,125488,12548800,2010,1978,12.55
6545,Chrompet,802,2010-07-28,67,1,1,3,Adj Land,No,1971-07-08,Commercial,No Sewage,Paved,RH,303417,68514,9787650,2010,1971,9.79
6546,Anna Nagar,1968,2011-02-16,136,2,1,5,Family,Yes,2002-02-18,Commercial,All Pub,Paved,RL,903181,429011,22579530,2011,2002,22.58
6547,Velachery,1693,2005-07-21,134,2,1,4,Normal Sale,Yes,1957-02-08,Others,ELO,Paved,A,310390,65345,8168160,2005,1957,8.17
6548,Chrompet,932,2007-05-01,58,1,1,3,Family,Yes,1977-12-01,House,ELO,Gravel,RL,267741,142795,8924700,2007,1977,8.92
6549,Karapakkam,1071,2011-09-29,94,1,1,3,Normal Sale,No,1998-02-10,House,All Pub,Paved,RH,233217,97174,6478250,2011,1998,6.48
6550,Velachery,1866,2006-06-08,36,3,2,5,partial,Yes,1988-10-08,House,No Sewage,No Access,RL,384325,131480,10113810,2006,1988,10.11
6551,Velachery,1844,2009-12-09,118,3,2,5,Adj Land,No,1995-09-16,House,All Pub,Paved,I,306343,105306,9573230,2009,1995,9.57
6552,Chrompet,1016,2010-05-18,87,1,1,3,Abnormal,No,2004-05-19,Others,ELO,Paved,RL,240203,151239,8896420,2010,2004,8.9
6553,Karapakkam,803,2010-02-02,141,1,1,2,Normal Sale,No,1964-02-14,Commercial,All Pub,No Access,RM,280602,77945,7794500,2010,1964,7.79
6554,Chrompet,862,2007-03-09,83,1,1,3,Adj Land,No,2002-04-09,House,ELO,No Access,RM,231726,111868,7990550,2007,2002,7.99
6555,Velachery,1500,2007-06-26,138,2,1,4,Adj Land,Yes,1952-09-07,House,No Sewage,No Access,I,292087,122984,7686500,2007,1952,7.69
6556,KK Nagar,2491,2008-05-28,137,4,2,6,partial,Yes,1979-05-06,Commercial,All Pub,Paved,RM,860696,420340,20016180,2008,1979,20.02
6557,Velachery,1704,2007-01-18,154,2,1,4,Normal Sale,No,1993-01-21,Others,No Sewage,Paved,RH,353192,196218,9810880,2007,1993,9.81
6558,Velachery,1803,2008-09-02,108,3,2,5,Family,No,1994-12-02,Commercial,No Sewage,Gravel,I,588235,161765,14705880,2008,1994,14.71
6559,T Nagar,1541,2008-01-03,184,1,1,4,Abnormal,No,1995-05-03,Others,All Pub,No Access,RM,463319,125221,12522140,2008,1995,12.52
6560,Chrompet,1178,2012-10-13,82,1,1,3,Family,Yes,1984-10-20,Commercial,ELO,No Access,RH,419707,114466,12718400,2012,1984,12.72
6561,Karapakkam,1473,2010-07-24,185,2,2,4,Abnormal,Yes,2000-07-26,Commercial,ELO,Gravel,I,592092,265837,12083500,2010,2000,12.08
6562,Karapakkam,594,2011-08-04,121,1,1,2,partial,Yes,1963-04-20,House,All Pub,Gravel,RL,241166,130360,6518000,2011,1963,6.52
6563,T Nagar,1701,2012-06-05,110,1,1,4,partial,Yes,1993-11-05,Commercial,All Pub,Gravel,RL,593367,368297,20460930,2012,1993,20.46
6564,Karapakkam,1169,2010-12-26,136,1,1,3,Abnormal,No,1971-05-01,Commercial,No Sewage,Paved,A,316932,115248,7203000,2010,1971,7.2
6565,Anna Nagar,1684,2015-03-01,82,1,1,4,Normal Sale,Yes,1990-09-01,Commercial,All Pub,Paved,RL,735253,317947,19871700,2015,1990,19.87
6566,T Nagar,1569,2011-07-17,191,1,1,4,partial,No,1994-07-21,Commercial,All Pub,Gravel,RL,586124,274746,18316390,2011,1994,18.32
6567,Chrompet,1232,2008-11-07,82,2,1,4,Normal Sale,Yes,1986-07-17,House,No Sewage,Gravel,RH,294453,98151,9815100,2008,1986,9.82
6568,Chrompet,958,2007-01-29,119,1,1,3,partial,No,1989-02-02,Commercial,ELO,No Access,RH,270035,150020,10001300,2007,1989,10.0
6569,KK Nagar,1583,2010-03-22,9,2,1,4,Abnormal,No,1980-03-29,House,All Pub,Paved,RM,412284,105468,9588000,2010,1980,9.59
6570,Adyar,907,2009-03-05,6,1,1,3,partial,Yes,1975-12-05,House,No Sewage,Gravel,A,206045,26586,6646610,2009,1975,6.65
6571,KK Nagar,1702,2008-06-08,18,2,1,4,Abnormal,Yes,1992-10-08,Commercial,No Sewage,Gravel,RL,701843,389913,15596520,2008,1992,15.6
6572,Karapakkam,739,2010-11-02,41,1,1,2,Normal Sale,No,1968-02-22,Commercial,All Pub,Paved,RH,333960,153065,6957500,2010,1968,6.96
6573,Velachery,1760,2005-01-10,130,2,1,4,partial,Yes,1957-10-13,House,All Pub,No Access,A,211721,119975,7057360,2005,1957,7.06
6574,Velachery,1956,2008-07-31,98,3,2,5,Family,Yes,1973-09-08,Others,ELO,No Access,A,294996,173527,8676350,2008,1973,8.68
6575,Chrompet,714,2014-07-17,105,1,1,2,Normal Sale,Yes,2008-07-18,Others,No Sewage,Gravel,RM,242292,145375,9691680,2014,2008,9.69
6576,T Nagar,1848,2011-01-09,11,2,1,5,Family,Yes,1992-05-09,House,No Sewage,Gravel,RL,529009,83528,13921280,2011,1992,13.92
6577,Chrompet,1005,2008-05-20,196,1,1,3,Normal Sale,Yes,1987-05-26,Commercial,No Sewage,Paved,RM,403493,161397,13449750,2008,1987,13.45
6578,Anna Nagar,1638,2012-05-20,6,1,1,4,Abnormal,No,1991-05-26,House,No Sewage,Paved,RM,462151,194590,12161870,2012,1991,12.16
6579,Chrompet,1294,2014-06-11,80,2,1,4,Abnormal,Yes,2005-08-11,Others,ELO,Paved,RL,345883,100418,11157530,2014,2005,11.16
6580,T Nagar,1653,2010-04-15,98,1,1,4,Abnormal,Yes,1994-04-19,House,All Pub,Gravel,RL,528334,189658,13547020,2010,1994,13.55
6581,Anna Nagar,1950,2008-01-27,48,2,1,5,Normal Sale,No,1970-05-02,Others,No Sewage,No Access,RM,449090,112272,14034060,2008,1970,14.03
6582,Velachery,1841,2004-12-06,8,3,2,5,Normal Sale,Yes,1972-06-20,Commercial,No Sewage,Paved,RL,571030,130521,16315140,2004,1972,16.32
6583,Karapakkam,1252,2010-02-11,58,1,1,3,Adj Land,No,1975-11-11,Commercial,No Sewage,Gravel,RL,344697,233504,11119250,2010,1975,11.12
6584,T Nagar,1817,2011-12-09,12,2,1,5,Normal Sale,Yes,1984-09-18,Commercial,ELO,No Access,RH,593251,217525,19775040,2011,1984,19.78
6585,KK Nagar,1337,2011-05-15,85,2,1,4,Abnormal,Yes,1992-05-19,House,No Sewage,Paved,RH,350199,78795,8754980,2011,1992,8.75
6586,Velachery,1561,2007-11-13,144,2,1,4,Adj Land,Yes,1970-11-22,Others,ELO,Paved,A,295037,143304,8429640,2007,1970,8.43
6587,Anna Nagar,1517,2010-08-30,64,1,1,4,Normal Sale,No,1990-04-09,Commercial,All Pub,Gravel,RL,723058,180765,18076450,2010,1990,18.08
6588,T Nagar,1917,2009-12-01,4,2,1,5,Abnormal,No,1977-01-20,Others,All Pub,No Access,RH,447179,153319,12776550,2009,1977,12.78
6589,Karapakkam,766,2010-12-04,183,1,1,2,Normal Sale,No,1973-04-21,House,No Sewage,Gravel,RH,195254,126341,5742750,2010,1973,5.74
6590,Karapakkam,745,2011-05-07,81,1,1,2,Normal Sale,No,1985-11-07,Commercial,ELO,Paved,RH,272552,97839,6988500,2011,1985,6.99
6591,Velachery,1562,2009-08-24,11,2,1,4,Abnormal,Yes,1958-06-09,House,No Sewage,Paved,RM,347943,178942,9941220,2009,1958,9.94
6592,KK Nagar,2371,2009-01-07,54,4,2,6,Normal Sale,Yes,1981-08-07,Others,All Pub,Paved,RH,611145,241911,12732180,2009,1981,12.73
6593,Chrompet,991,2014-04-25,114,1,1,3,Abnormal,No,1989-01-05,Others,All Pub,Paved,RL,243276,104261,8688420,2014,1989,8.69
6594,Karapakkam,1582,2010-09-09,143,2,2,4,Abnormal,No,1994-09-13,Others,ELO,No Access,RL,262120,180208,8191250,2010,1994,8.19
6595,Karapakkam,1348,2011-06-02,65,2,2,4,Adj Land,Yes,2003-08-02,Commercial,All Pub,Gravel,I,531740,120850,12085000,2011,2003,12.08
6596,KK Nagar,1933,2009-11-10,165,3,2,5,Adj Land,Yes,1991-10-16,Others,No Sewage,Paved,RH,540069,293516,11740620,2009,1991,11.74
6597,Velachery,1737,2004-10-29,175,2,1,4,partial,No,1968-07-11,House,No Sewage,Gravel,RL,326955,186831,9341570,2004,1968,9.34
